sentence,entity,generated text
We present a scanning method that recovers dense sub-pixel camera-projector correspondence without requiring any photometric calibration nor preliminary knowledge of their relative geometry .,"[('scanning method', 'Method'), ('dense sub-pixel camera-projector correspondence', 'OtherScientificTerm'), ('photometric calibration', 'OtherScientificTerm'), ('relative geometry', 'OtherScientificTerm')]"," method(Generic), relative geometry(OtherScientificTerm), "
Subpixel accuracy is achieved by considering several zero-crossings defined by the difference between pairs of unstructured patterns .,"[('Subpixel accuracy', 'Metric'), ('zero-crossings', 'OtherScientificTerm'), ('unstructured patterns', 'OtherScientificTerm')]"," pixel accuracy(Metric), non-rigid 3D objects(OtherScientificTerm), "
We use gray-level band-pass white noise patterns that increase robustness to indirect lighting and scene discontinuities .,"[('gray-level band-pass white noise patterns', 'OtherScientificTerm'), ('robustness', 'Metric'), ('indirect lighting', 'OtherScientificTerm'), ('scene discontinuities', 'OtherScientificTerm')]"," averaging(OtherScientificTerm), damped oscillator(Method), robustness(Metric), damped oscillator(Method), "
"Simulated and experimental results show that our method recovers scene geometry with high subpixel precision , and that it can handle many challenges of active reconstruction systems .","[('method', 'Generic'), ('scene geometry', 'OtherScientificTerm'), ('subpixel precision', 'Metric'), ('it', 'Generic'), ('active reconstruction systems', 'Task')]"," method(Generic), scenes(Material), physics(Task), "
We compare our results to state of the art methods such as mi-cro phase shifting and modulated phase shifting .,"[('state of the art methods', 'Generic'), ('mi-cro phase shifting', 'Method'), ('modulated phase shifting', 'Method')]"," modulated phase shift(Task), state of the art methods(Generic), "
This paper describes a novel system for acquiring adjectival subcategorization frames -LRB- scfs -RRB- and associated frequency information from English corpus data .,"[('system', 'Generic'), ('acquiring adjectival subcategorization frames -LRB- scfs -RRB-', 'Task'), ('subcategorization frames -LRB- scfs -RRB-', 'OtherScientificTerm'), ('English corpus data', 'Material')]"," system(Generic), systematic patterns of nouns(OtherScientificTerm), English words(Material), "
The system incorporates a decision-tree classifier for 30 scf types which tests for the presence of grammatical relations -LRB- grs -RRB- in the output of a robust statistical parser .,"[('system', 'Generic'), ('decision-tree classifier', 'Method'), ('grammatical relations -LRB- grs -RRB-', 'OtherScientificTerm'), ('robust statistical parser', 'Method')]"," system(Generic), decision-tree classifier(Method), domain independent grammar"
It uses a powerful pattern-matching language to classify grs into frames hierarchically in a way that mirrors inheritance-based lexica .,"[('It', 'Generic'), ('pattern-matching language', 'OtherScientificTerm'), ('grs', 'OtherScientificTerm'), ('inheritance-based lexica', 'OtherScientificTerm')]"," It(Generic), pattern-matching language(Method), it(Generic), transfer-based lexica(OtherScientificTerm), "
The experiments show that the system is able to detect scf types with 70 % precision and 66 % recall rate .,"[('system', 'Generic'), ('precision', 'Metric'), ('recall', 'Metric')]"," system(Generic), precision(Metric), recall rate(Metric), "
A new tool for linguistic annotation of scfs in corpus data is also introduced which can considerably alleviate the process of obtaining training and test data for subcategorization acquisition .,"[('tool', 'Generic'), ('linguistic annotation of scfs', 'Task'), ('scfs', 'OtherScientificTerm'), ('training and test data', 'Material'), ('subcategorization acquisition', 'Task')]"," tool(Generic), language annotation(Task), "
Machine transliteration/back-transliteration plays an important role in many multilingual speech and language applications .,"[('Machine transliteration/back-transliteration', 'Task'), ('multilingual speech and language applications', 'Task')]"," machine translation(Task), multilingual speech(Material), "
"In this paper , a novel framework for machine transliteration/backtransliteration that allows us to carry out direct orthographical mapping -LRB- DOM -RRB- between two different languages is presented .","[('framework', 'Generic'), ('machine transliteration/backtransliteration', 'Task'), ('direct orthographical mapping -LRB- DOM -RRB-', 'Method')]"," monolingual-based approach(Method), monolingual-based"
"Under this framework , a joint source-channel transliteration model , also called n-gram transliteration model -LRB- n-gram TM -RRB- , is further proposed to model the transliteration process .","[('framework', 'Generic'), ('joint source-channel transliteration model', 'Method'), ('n-gram transliteration model -LRB- n-gram TM -RRB-', 'Method'), ('transliteration process', 'Method')]"," model(Generic), translation process(Task), "
We evaluate the proposed methods through several transliteration/backtransliteration experiments for English/Chinese and English/Japanese language pairs .,"[('methods', 'Generic'), ('transliteration/backtransliteration', 'Task'), ('English/Chinese and English/Japanese language pairs', 'Material')]"," method(Generic), translation(Task), "
Our study reveals that the proposed method not only reduces an extensive system development effort but also improves the transliteration accuracy significantly .,"[('method', 'Generic'), ('transliteration accuracy', 'Metric')]"," method(Generic), translation accuracy(Metric), "
"A bio-inspired model for an analog programmable array processor -LRB- APAP -RRB- , based on studies on the vertebrate retina , has permitted the realization of complex programmable spatio-temporal dynamics in VLSI .","[('bio-inspired model', 'Method'), ('analog programmable array processor -LRB- APAP -RRB-', 'Task'), ('vertebrate retina', 'OtherScientificTerm'), ('complex programmable spatio-temporal dynamics', 'OtherScientificTerm'), ('VLSI', 'Task')]"," BLEU-, ''"
"This model mimics the way in which images are processed in the visual pathway , rendering a feasible alternative for the implementation of early vision applications in standard technologies .","[('model', 'Generic'), ('images', 'Material'), ('visual pathway', 'Method'), ('vision applications', 'Task')]"," model(Generic), image(Material), video(Material), "
A prototype chip has been designed and fabricated in a 0.5 µm standard CMOS process .,"[('prototype chip', 'OtherScientificTerm'), ('CMOS process', 'OtherScientificTerm')]"," prototype chip(Generic), "
Computing power per area and power consumption is amongst the highest reported for a single chip .,"[('Computing power per area', 'Metric'), ('power consumption', 'Metric')]"," chip(Generic), "
"Determiners play an important role in conveying the meaning of an utterance , but they have often been disregarded , perhaps because it seemed more important to devise methods to grasp the global meaning of a sentence , even if not in a precise way .","[('Determiners', 'Method')]"," speech understanding process(Task),"
Another problem with determiners is their inherent ambiguity .,"[('determiners', 'Method'), ('ambiguity', 'OtherScientificTerm')]"," solution(Generic), algorithms(Generic), "
"In this paper we propose a logical formalism , which , among other things , is suitable for representing determiners without forcing a particular interpretation when their meaning is still not clear .","[('logical formalism', 'Method'), ('determiners', 'Task')]"," logical formalism(Method), formalism(OtherScientificTerm), "
"We investigate the verbal and nonverbal means for grounding , and propose a design for embodied conversational agents that relies on both kinds of signals to establish common ground in human-computer interaction .","[('verbal and nonverbal means', 'Method'), ('grounding', 'Task'), ('design', 'Generic'), ('embodied conversational agents', 'Method'), ('common ground', 'Task'), ('human-computer interaction', 'Task')]"," grounding(Task), speech(Material), "
"We analyzed eye gaze , head nods and attentional focus in the context of a direction-giving task .","[('eye gaze', 'OtherScientificTerm'), ('head nods', 'OtherScientificTerm'), ('attentional focus', 'OtherScientificTerm'), ('direction-giving task', 'Task')]"," attention(OtherScientificTerm), "
"The distribution of nonverbal behaviors differed depending on the type of dialogue move being grounded , and the overall pattern reflected a monitoring of lack of negative feedback .","[('nonverbal behaviors', 'OtherScientificTerm'), ('dialogue move', 'OtherScientificTerm'), ('negative feedback', 'OtherScientificTerm')]"," non-audible speech(OtherScientificTerm), "
"Based on these results , we present an ECA that uses verbal and nonverbal grounding acts to update dialogue state .","[('ECA', 'Method'), ('verbal and nonverbal grounding acts', 'OtherScientificTerm'), ('dialogue state', 'OtherScientificTerm')]"," ECA(Material), dialogue changes(OtherScientificTerm), "
"Sentence boundary detection in speech is important for enriching speech recognition output , making it easier for humans to read and downstream modules to process .","[('Sentence boundary detection', 'Task'), ('speech', 'Material'), ('speech recognition output', 'OtherScientificTerm'), ('it', 'Generic')]"," Sentence boundary detection(Task), speech recognition(Task), machine translation(Task), "
"In previous work , we have developed hidden Markov model -LRB- HMM -RRB- and maximum entropy -LRB- Maxent -RRB- classifiers that integrate textual and prosodic knowledge sources for detecting sentence boundaries .","[('hidden Markov model -LRB- HMM -RRB- and maximum entropy -LRB- Maxent -RRB- classifiers', 'Method'), ('textual and prosodic knowledge sources', 'Material'), ('detecting sentence boundaries', 'Task')]", Hidden Markov Model -LRB-
"In this paper , we evaluate the use of a conditional random field -LRB- CRF -RRB- for this task and relate results with this model to our prior work .","[('conditional random field -LRB- CRF -RRB-', 'Method'), ('task', 'Generic'), ('model', 'Generic')]"," conditional random field -LRB- CRF -RRB-(Method), conditional random field -L"
We evaluate across two corpora -LRB- conversational telephone speech and broadcast news speech -RRB- on both human transcriptions and speech recognition output .,"[('corpora', 'Generic'), ('conversational telephone speech', 'Material'), ('broadcast news speech', 'Material'), ('human transcriptions', 'OtherScientificTerm'), ('speech recognition output', 'OtherScientificTerm')]"," conversational telephone speech(Material), news wire speech(Material), "
"In general , our CRF model yields a lower error rate than the HMM and Max-ent models on the NIST sentence boundary detection task in speech , although it is interesting to note that the best results are achieved by three-way voting among the classifiers .","[('CRF model', 'Method'), ('error rate', 'Metric'), ('HMM and Max-ent models', 'Method'), ('NIST sentence boundary detection task', 'Material'), ('speech', 'Material'), ('three-way voting', 'Method'), ('classifiers', 'Method')]", CRF model
This probably occurs because each model has different strengths and weaknesses for modeling the knowledge sources .,"[('model', 'Generic'), ('knowledge sources', 'Material')]"," model(Generic), relationships between different categories of knowledge sources(Task), "
We propose a novel approach to associate objects across multiple PTZ cameras that can be used to perform camera handoff in wide-area surveillance scenarios .,"[('approach', 'Generic'), ('PTZ cameras', 'OtherScientificTerm'), ('camera handoff in wide-area surveillance scenarios', 'Task')]"," approach(Generic), camera(Task), PTZ cameras(OtherScientificTerm), "
"While previous approaches relied on geometric , appearance , or correlation-based information for establishing correspondences between static cameras , they each have well-known limitations and are not extendable to wide-area settings with PTZ cameras .","[('approaches', 'Generic'), ('geometric , appearance , or correlation-based information', 'OtherScientificTerm'), ('static cameras', 'OtherScientificTerm'), ('wide-area settings', 'OtherScientificTerm'), ('PTZ cameras', 'OtherScientificTerm')]"," geometric techniques(Method), problem(Generic), geometric approaches(Method"
"In our approach , the slave camera only passively follows the target -LRB- by loose registration with the master -RRB- and bootstraps itself from its own incoming imagery , thus effectively circumventing the problems faced by previous approaches and avoiding the need to perform any model transfer .","[('approach', 'Generic'), ('slave camera', 'OtherScientificTerm'), ('approaches', 'Generic'), ('model transfer', 'OtherScientificTerm')]", approach
"Towards this goal , we also propose a novel Multiple Instance Learning -LRB- MIL -RRB- formulation for the problem based on the logistic softmax function of covariance-based region features within a MAP estimation framework .","[('Multiple Instance Learning -LRB- MIL -RRB- formulation', 'Method'), ('logistic softmax function of covariance-based region features', 'OtherScientificTerm'), ('MAP estimation framework', 'Method')]"," problem(Generic), linear manifold(Other"
We demonstrate our approach with multiple PTZ camera sequences in typical outdoor surveillance settings and show a comparison with state-of-the-art approaches .,"[('approach', 'Generic'), ('multiple PTZ camera sequences', 'OtherScientificTerm'), ('outdoor surveillance settings', 'OtherScientificTerm'), ('state-of-the-art approaches', 'Generic')]"," approach(Generic), PTZ camera sequences(Task), "
This paper solves a specialized regression problem to obtain sampling probabilities for records in databases .,"[('specialized regression problem', 'Task'), ('sampling probabilities', 'OtherScientificTerm'), ('records', 'Material'), ('databases', 'Material')]"," regression problem(Task), methods(Generic), Named Entity -LRB- NE -RRB-(Method), "
The goal is to sample a small set of records over which evaluating aggregate queries can be done both efficiently and accurately .,"[('records', 'Material'), ('aggregate queries', 'OtherScientificTerm')]"," large system(Generic), queries(Material), "
We provide a principled and provable solution for this problem ; it is parameterless and requires no data insights .,"[('principled and provable solution', 'Method'), ('problem', 'Generic'), ('it', 'Generic')]"," parameterless approach(Method), "
"Unlike standard regression problems , the loss is inversely proportional to the regressed-to values .","[('regression problems', 'Task'), ('loss', 'OtherScientificTerm'), ('regressed-to values', 'OtherScientificTerm')]"," regression problem(Task), "
"Moreover , a cost zero solution always exists and can only be excluded by hard budget constraints .","[('cost zero solution', 'Method'), ('hard budget constraints', 'OtherScientificTerm')]"," reduction problem(Task), "
A unique form of reg-ularization is also needed .,"[('reg-ularization', 'OtherScientificTerm')]"," Reg-ularization(OtherScientificTerm), "
We provide an efficient and simple regularized Empirical Risk Minimization -LRB- ERM -RRB- algorithm along with a theoretical generalization result .,"[('regularized Empirical Risk Minimization -LRB- ERM -RRB- algorithm', 'Method')]"," EM-LRB-ERM -RRB- algorithm(Method), EM-LRB-ERM -"
Our extensive experimental results significantly improve over both uniform sampling and standard stratified sampling which are de-facto the industry standards .,"[('uniform sampling', 'Method'), ('stratified sampling', 'Method')]"," RGB/NIR images(Material), surface detail(OtherScientificTerm), "
"We consider the problem of computing the Kullback-Leibler distance , also called the relative entropy , between a probabilistic context-free grammar and a probabilistic finite automaton .","[('Kullback-Leibler distance', 'Method'), ('relative entropy', 'Method'), ('probabilistic context-free grammar', 'Method'), ('probabilistic finite automaton', 'OtherScientificTerm')]"," K-LA-LA-LA -LRB-LA -RRB-,"
"We show that there is a closed-form -LRB- analytical -RRB- solution for one part of the Kullback-Leibler distance , viz the cross-entropy .","[('closed-form -LRB- analytical -RRB- solution', 'Method'), ('Kullback-Leibler distance', 'Method'), ('cross-entropy', 'Method')]"," closed-form solution(Method), Kullback-Leific -RRB-"
We discuss several applications of the result to the problem of distributional approximation of probabilistic context-free grammars by means of probabilistic finite automata .,"[('distributional approximation', 'Task'), ('probabilistic context-free grammars', 'Method'), ('probabilistic finite automata', 'Method')]"," applications of the resulting model(Generic), probabilistic context-free grammars(Method), domain knowledge("
"In spite of over two decades of intense research , illumination and pose invariance remain prohibitively challenging aspects of face recognition for most practical applications .","[('illumination', 'Task'), ('pose invariance', 'Task'), ('face recognition', 'Task')]"," illumination(Task), pose(Task), "
"The objective of this work is to recognize faces using video sequences both for training and recognition input , in a realistic , unconstrained setup in which lighting , pose and user motion pattern have a wide variability and face images are of low resolution .","[('video sequences', 'Material'), ('lighting', 'OtherScientificTerm'), ('pose', 'OtherScientificTerm'), ('user motion pattern', 'OtherScientificTerm'), ('face images', 'Material'), ('resolution', 'Metric')]"," recognition of faces(Task), face data("
"In particular there are three areas of novelty : -LRB- i -RRB- we show how a photometric model of image formation can be combined with a statistical model of generic face appearance variation , learnt offline , to generalize in the presence of extreme illumination changes ; -LRB- ii -RRB- we use the smoothness of geodesically local appearance manifold structure and a robust same-identity likelihood to achieve invariance to unseen head poses ; and -LRB- iii -RRB- we introduce an accurate video sequence '' reillumination '' algorithm to achieve robustness to face motion patterns in video .","[('photometric model', 'Method'), ('image formation', 'Task'), ('statistical model', 'Method'), ('generic face appearance variation', 'Task'), ('extreme illumination changes', 'OtherScientificTerm'), ('smoothness', 'OtherScientificTerm'), ('geodesically local appearance manifold structure', 'OtherScientificTerm'), ('robust same-identity likelihood', 'Method'), ('unseen head poses', 'OtherScientificTerm'), (""video sequence '' reillumination '' algorithm"", 'Method'), ('robustness', 'Metric'), ('face motion patterns', 'OtherScientificTerm'), ('video', 'Material')]", phot
"We describe a fully automatic recognition system based on the proposed method and an extensive evaluation on 171 individuals and over 1300 video sequences with extreme illumination , pose and head motion variation .","[('fully automatic recognition system', 'Method'), ('method', 'Generic'), ('video sequences', 'Material'), ('illumination', 'OtherScientificTerm'), ('pose', 'OtherScientificTerm'), ('head motion variation', 'OtherScientificTerm')]"," automatic recognition system(Method), method(Generic), face detection(Task), "
"On this challenging data set our system consistently demonstrated a nearly perfect recognition rate -LRB- over 99.7 % on all three databases -RRB- , significantly out-performing state-of-the-art commercial software and methods from the literature .","[('data set', 'Generic'), ('system', 'Generic'), ('recognition rate', 'Metric'), ('databases', 'Material'), ('commercial software', 'Method'), ('methods', 'Generic')]"," recognition rates(Metric),"
We present Minimum Bayes-Risk -LRB- MBR -RRB- decoding for statistical machine translation .,"[('Minimum Bayes-Risk -LRB- MBR -RRB- decoding', 'Method'), ('statistical machine translation', 'Task')]"," Minimum Bayes-Risk -LRB- MBR -RRB-(Method), statistical machine translation(Task), "
This statistical approach aims to minimize expected loss of translation errors under loss functions that measure translation performance .,"[('statistical approach', 'Method'), ('expected loss', 'OtherScientificTerm'), ('translation errors', 'OtherScientificTerm'), ('loss functions', 'OtherScientificTerm'), ('translation', 'Task')]"," statistical approach(Method), translation(Task), "
"We describe a hierarchy of loss functions that incorporate different levels of linguistic information from word strings , word-to-word alignments from an MT system , and syntactic structure from parse-trees of source and target language sentences .","[('loss functions', 'OtherScientificTerm'), ('linguistic information', 'OtherScientificTerm'), ('word-to-word alignments', 'OtherScientificTerm'), ('MT system', 'Method'), ('syntactic structure', 'OtherScientificTerm'), ('parse-trees', 'OtherScientificTerm')]"," hierarchy of loss functions(OtherScientificTerm), hierarchy"
We report the performance of the MBR decoders on a Chinese-to-English translation task .,"[('MBR decoders', 'Method'), ('Chinese-to-English translation task', 'Task')]"," machine translation task(Task), paraphrases(OtherScientificTerm), "
Our results show that MBR decoding can be used to tune statistical MT performance for specific loss functions .,"[('MBR decoding', 'Method'), ('statistical MT', 'Method'), ('loss functions', 'OtherScientificTerm')]"," decoding(Task), statistical MT(Method), structured NLP problems(Task), "
This paper presents a critical discussion of the various approaches that have been used in the evaluation of Natural Language systems .,"[('approaches', 'Generic'), ('evaluation of Natural Language systems', 'Task'), ('Natural Language systems', 'Method')]"," natural language evaluation of applications(Task), speech recognition, machine translation, and spoken language evaluation of Natural Language systems(Task), "
"We conclude that previous approaches have neglected to evaluate systems in the context of their use , e.g. solving a task requiring data retrieval .","[('approaches', 'Generic'), ('systems', 'Generic'), ('task', 'Generic'), ('data retrieval', 'Task')]"," approaches(Generic), data retrieval(Task), "
This raises questions about the validity of such approaches .,"[('approaches', 'Generic')]"," approaches(Generic), "
"In the second half of the paper , we report a laboratory study using the Wizard of Oz technique to identify NL requirements for carrying out this task .","[('Wizard of Oz technique', 'Method'), ('NL requirements', 'OtherScientificTerm'), ('task', 'Generic')]"," NL(OtherScientificTerm), rules(OtherScientificTerm), "
"We evaluate the demands that task dialogues collected using this technique , place upon a prototype Natural Language system .","[('task dialogues', 'Material'), ('technique', 'Generic'), ('prototype Natural Language system', 'Method')]","Task), Natural Language system(Method), "
"We identify three important requirements which arose from the task that we gave our subjects : operators specific to the task of database access , complex contextual reference and reference to the structure of the information source .","[('task', 'Generic'), ('task', 'Generic'), ('database access', 'Task'), ('contextual reference', 'OtherScientificTerm')]"," database access(Task), interaction(OtherScientificTerm), database query(Task), "
We discuss how these might be satisfied by future Natural Language systems .,"[('Natural Language systems', 'Method')]"," natural language system(Task), "
We present results on addressee identification in four-participants face-to-face meetings using Bayesian Network and Naive Bayes classifiers .,"[('addressee identification in four-participants face-to-face meetings', 'Task'), ('Bayesian Network', 'Method'), ('Naive Bayes classifiers', 'Method')]"," addres - human faces(OtherScientificTerm), new users(OtherScientificTerm), dialogue(Task), "
"First , we investigate how well the addressee of a dialogue act can be predicted based on gaze , utterance and conversational context features .","[('addressee of a dialogue act', 'OtherScientificTerm'), ('gaze', 'OtherScientificTerm'), ('utterance', 'OtherScientificTerm'), ('conversational context features', 'OtherScientificTerm')]"," attention(OtherScientificTerm), system(Generic), "
"Then , we explore whether information about meeting context can aid classifiers ' performances .","[('meeting context', 'OtherScientificTerm'), ('classifiers', 'Method')]"," context information(OtherScientificTerm), "
Both classifiers perform the best when conversational context and utterance features are combined with speaker 's gaze information .,"[('classifiers', 'Method'), ('conversational context', 'OtherScientificTerm'), ('utterance features', 'OtherScientificTerm'), (""speaker 's gaze information"", 'OtherScientificTerm')]"," classifiers(OtherScientificTerm), conversational context(OtherScientificTerm), "
The classifiers show little gain from information about meeting context .,"[('classifiers', 'Method'), ('meeting context', 'OtherScientificTerm')]"," classifiers(OtherScientificTerm), "
"Towards deep analysis of compositional classes of paraphrases , we have examined a class-oriented framework for collecting paraphrase examples , in which sentential paraphrases are collected for each paraphrase class separately by means of automatic candidate generation and manual judgement .","[('compositional classes of paraphrases', 'Task'), ('class-oriented framework', 'Method'), ('paraphrase examples', 'Material'), ('sentential paraphrases', 'Material'), ('automatic candidate generation', 'Method'), ('manual judgement', 'Method')]", automatic candidate generation(
"Our preliminary experiments on building a paraphrase corpus have so far been producing promising results , which we have evaluated according to cost-efficiency , exhaustiveness , and reliability .","[('paraphrase corpus', 'Material')]"," paraphrase corpus(Material), "
"The purpose of this research is to test the efficacy of applying automated evaluation techniques , originally devised for the evaluation of human language learners , to the output of machine translation -LRB- MT -RRB- systems .","[('automated evaluation techniques', 'Method'), ('evaluation of human language learners', 'Task'), ('machine translation -LRB- MT -RRB- systems', 'Method')]"," automatic evaluation techniques(Task), machine translation -LRB- MT -"
"We believe that these evaluation techniques will provide information about both the human language learning process , the translation process and the development of machine translation systems .","[('evaluation techniques', 'Generic'), ('human language learning process', 'Task'), ('translation process', 'Task'), ('machine translation systems', 'Task')]"," evaluation techniques(Generic), machine translation systems(Task), "
A language learning experiment showed that assessors can differentiate native from non-native language essays in less than 100 words .,"[('language learning', 'Task'), ('assessors', 'Generic'), ('non-native language essays', 'Material')]"," English(Material), French(Material), "
Even more illuminating was the factors on which the assessors made their decisions .,"[('assessors', 'Generic')]"," factors(Generic), "
We tested this to see if similar criteria could be elicited from duplicating the experiment using machine translation output .,"[('machine translation output', 'OtherScientificTerm')]"," machine translation(Task), "
Subjects were given a set of up to six extracts of translated newswire text .,"[('translated newswire text', 'Material')]"," translation(Task), emoticons(OtherScientificTerm), language(Material), "
"Some of the extracts were expert human translations , others were machine translation outputs .","[('expert human translations', 'OtherScientificTerm'), ('machine translation outputs', 'OtherScientificTerm')]"," human translation(OtherScientificTerm), "
The subjects were given three minutes per extract to determine whether they believed the sample output to be an expert human translation or a machine translation .,"[('expert human translation', 'OtherScientificTerm'), ('machine translation', 'OtherScientificTerm')]"," human translation(Task), machine translation(Task), "
This paper presents a machine learning approach to bare slice disambiguation in dialogue .,"[('machine learning approach', 'Method'), ('bare slice disambiguation', 'Task'), ('dialogue', 'Material')]"," machine learning approach(Method), speech understanding(Task), machine learning(Task), "
We extract a set of heuristic principles from a corpus-based sample and formulate them as probabilistic Horn clauses .,"[('heuristic principles', 'Method'), ('corpus-based sample', 'Material'), ('probabilistic Horn clauses', 'OtherScientificTerm')]"," heuristic principles(Method), corpus-based sample(Material), "
"We then use the predicates of such clauses to create a set of domain independent features to annotate an input dataset , and run two different machine learning algorithms : SLIPPER , a rule-based learning algorithm , and TiMBL , a memory-based system .","[('clauses', 'OtherScientificTerm'), ('domain independent features', 'OtherScientificTerm'), ('machine learning algorithms', 'Method'), ('SLIPPER', 'Generic'), ('rule-based learning algorithm', 'Method'), ('TiMBL', 'Generic'), ('memory-based system', 'Method')]", machine learning algorithm
"Both learners perform well , yielding similar success rates of approx 90 % .","[('success rates', 'Metric')]"," learners(OtherScientificTerm), "
"The results show that the features in terms of which we formulate our heuristic principles have significant predictive power , and that rules that closely resemble our Horn clauses can be learnt automatically from these features .","[('features', 'OtherScientificTerm'), ('heuristic principles', 'Method'), ('rules', 'OtherScientificTerm'), ('Horn clauses', 'OtherScientificTerm'), ('features', 'OtherScientificTerm')]"," feature(OtherScientificTerm), heuristic principles(OtherScientificTerm), heuristic rules"
We suggest a new goal and evaluation criterion for word similarity measures .,"[('evaluation criterion', 'Metric'), ('word similarity measures', 'Metric')]"," similarity measures(Metric), "
The new criterion -- meaning-entailing substitutability -- fits the needs of semantic-oriented NLP applications and can be evaluated directly -LRB- independent of an application -RRB- at a good level of human agreement .,"[('criterion', 'Generic'), ('meaning-entailing substitutability', 'Metric'), ('semantic-oriented NLP applications', 'Task'), ('human agreement', 'Metric')]"," system(Generic), it(Generic), NLP"
"Motivated by this semantic criterion we analyze the empirical quality of distributional word feature vectors and its impact on word similarity results , proposing an objective measure for evaluating feature vector quality .","[('semantic criterion', 'Metric'), ('distributional word feature vectors', 'OtherScientificTerm'), ('word similarity', 'Task'), ('measure', 'Generic'), ('feature vector quality', 'Metric')]"," semantic criterion(Metric), feature vector quality(OtherScientificTerm), vector space(OtherScientificTerm"
"Finally , a novel feature weighting and selection function is presented , which yields superior feature vectors and better word similarity performance .","[('feature weighting and selection function', 'Method'), ('feature vectors', 'OtherScientificTerm'), ('word similarity', 'Task')]"," feature vector(OtherScientificTerm), vector(OtherScientificTerm), word similarity(Metric), vector(Generic), "
Reflections in image sequences consist of several layers superimposed over each other .,"[('Reflections', 'OtherScientificTerm'), ('Reflections in image sequences', 'OtherScientificTerm'), ('image sequences', 'Material')]"," image sequence processing(Task), multiple layers(OtherScientificTerm), "
This phenomenon causes many image processing techniques to fail as they assume the presence of only one layer at each examined site e.g. motion estimation and object recognition .,"[('image processing techniques', 'Method'), ('motion estimation', 'Task'), ('object recognition', 'Task')]"," image processing techniques(Task), "
This work presents an automated technique for detecting reflections in image sequences by analyzing motion trajectories of feature points .,"[('technique', 'Generic'), ('detecting reflections in image sequences', 'Task'), ('motion trajectories', 'OtherScientificTerm'), ('feature points', 'OtherScientificTerm')]"," automated technique(Method), automatic detection of multiple objects(Task), "
It models reflection as regions containing two different layers moving over each other .,"[('It', 'Generic'), ('reflection', 'OtherScientificTerm')]"," It(Generic), reflection(OtherScientificTerm), "
We present a strong detector based on combining a set of weak detectors .,"[('detector', 'Generic'), ('detectors', 'Generic')]"," detector(Generic), weak detector(Method), "
"We use novel priors , generate sparse and dense detection maps and our results show high detection rate with rejection to pathological motion and occlusion .","[('priors', 'OtherScientificTerm'), ('sparse and dense detection maps', 'OtherScientificTerm'), ('detection rate', 'Metric'), ('pathological motion', 'OtherScientificTerm'), ('occlusion', 'OtherScientificTerm')]"," priors(OtherScientificTerm), recognition(Task), detection(Task), maximum likelihood(OtherScientificTerm), detection rate(Met"
This paper considers the problem of reconstructing the motion of a 3D articulated tree from 2D point correspondences subject to some temporal prior .,"[('reconstructing the motion of a 3D articulated tree', 'Task'), ('2D point correspondences', 'OtherScientificTerm'), ('temporal prior', 'OtherScientificTerm')]","Task(Method), rotation(OtherScientificTerm), translation(Task), "
"Hitherto , smooth motion has been encouraged using a trajectory basis , yielding a hard combinatorial problem with time complexity growing exponentially in the number of frames .","[('smooth motion', 'OtherScientificTerm'), ('trajectory basis', 'OtherScientificTerm'), ('hard combinatorial problem', 'Task'), ('time complexity', 'Metric')]"," smooth motion(OtherScientificTerm), it(Generic), shape(OtherScientificTerm), it(Generic), linear convergence"
Branch and bound strategies have previously attempted to curb this complexity whilst maintaining global optimality .,"[('Branch and bound strategies', 'Method'), ('complexity', 'Generic'), ('global optimality', 'OtherScientificTerm')]"," global optimality(Task), "
"However , they provide no guarantee of being more efficient than exhaustive search .","[('they', 'Generic'), ('exhaustive search', 'Method')]"," taxonomic information(OtherScientificTerm), "
"Inspired by recent work which reconstructs general trajectories using compact high-pass filters , we develop a dynamic programming approach which scales linearly in the number of frames , leveraging the intrinsically local nature of filter interactions .","[('compact high-pass filters', 'Method'), ('dynamic programming approach', 'Method'), ('filter interactions', 'OtherScientificTerm')]"," dynamic programming approach(Method), segmenting of high-pass filters("
Extension to affine projection enables reconstruction without estimating cameras .,"[('affine projection', 'Method'), ('reconstruction', 'Task'), ('estimating cameras', 'Method')]"," Projective reconstruction(Task), "
Topical blog post retrieval is the task of ranking blog posts with respect to their relevance for a given topic .,"[('Topical blog post retrieval', 'Task'), ('ranking blog posts', 'Task'), ('blog posts', 'Material'), ('relevance', 'Metric')]"," topical blogs(Material), "
To improve topical blog post retrieval we incorporate textual credibility indicators in the retrieval process .,"[('topical blog post retrieval', 'Task'), ('textual credibility indicators', 'OtherScientificTerm'), ('retrieval process', 'Method')]"," topical blogs(Material), blogs(Material), "
We consider two groups of indicators : post level -LRB- determined using information about individual blog posts only -RRB- and blog level -LRB- determined using information from the underlying blogs -RRB- .,"[('indicators', 'Generic'), ('blog posts', 'Material'), ('blogs', 'Material')]"," post level(OtherScientificTerm), blogs(Material), "
We describe how to estimate these indicators and how to integrate them into a retrieval approach based on language models .,"[('indicators', 'Generic'), ('them', 'Generic'), ('retrieval approach', 'Method'), ('language models', 'Method')]", predicting an approximate phrase length of 96.5 % indicates that the smallest of the smallest of the smallest of the smallest of the smallest of the smallest of the smallest of the smallest of
