sentence,entity,generated text
It uses a powerful pattern-matching language to classify grs into frames hierarchically in a way that mirrors inheritance-based lexica .,"[('It', 'Generic'), ('pattern-matching language', 'OtherScientificTerm'), ('grs', 'OtherScientificTerm'), ('inheritance-based lexica', 'OtherScientificTerm')]","

pattern-matching language(Method), grs(OtherScientificTerm), frames hierarchically(Method), inheritance-based lexica(Method),"
The experiments show that the system is able to detect scf types with 70 % precision and 66 % recall rate .,"[('system', 'Generic'), ('precision', 'Metric'), ('recall', 'Metric')]"," system(Generic), detection of scf types(Method), 70 % precision(Number), 66 % recall rate(Number)"
A new tool for linguistic annotation of scfs in corpus data is also introduced which can considerably alleviate the process of obtaining training and test data for subcategorization acquisition .,"[('tool', 'Generic'), ('linguistic annotation of scfs', 'Task'), ('scfs', 'OtherScientificTerm'), ('training and test data', 'Material'), ('subcategorization acquisition', 'Task')]"," corpus data(Generic), training data(Generic), test data(Generic), subcategorization acquisition(Task), linguistic annotation of scfs in corpus data(Method),"
Machine transliteration/back-transliteration plays an important role in many multilingual speech and language applications .,"[('Machine transliteration/back-transliteration', 'Task'), ('multilingual speech and language applications', 'Task')]"," machine transliteration/back-transliteration(Method), multilingual speech and language applications(Task), 
"
"In this paper , a novel framework for machine transliteration/backtransliteration that allows us to carry out direct orthographical mapping -LRB- DOM -RRB- between two different languages is presented .","[('framework', 'Generic'), ('machine transliteration/backtransliteration', 'Task'), ('direct orthographical mapping -LRB- DOM -RRB-', 'Method')]","

framework(Method), orthographical mapping(Method), direct(Method), languages(Material),"
"Under this framework , a joint source-channel transliteration model , also called n-gram transliteration model -LRB- n-gram TM -RRB- , is further proposed to model the transliteration process .","[('framework', 'Generic'), ('joint source-channel transliteration model', 'Method'), ('n-gram transliteration model -LRB- n-gram TM -RRB-', 'Method'), ('transliteration process', 'Method')]"," joint source-channel transliteration model(Method), n-gram transliteration model -LRB- n-gram TM -RRB-(Method), transliteration process(Method),"
We evaluate the proposed methods through several transliteration/backtransliteration experiments for English/Chinese and English/Japanese language pairs .,"[('methods', 'Generic'), ('transliteration/backtransliteration', 'Task'), ('English/Chinese and English/Japanese language pairs', 'Material')]","

English/Chinese(Material), transliteration/backtransliteration experiments(Method), English/Japanese(Material), 

Description: The proposed methods are shown to be effective in reducing the number of errors.
Extracted Named Entities:

methods(Method), effectiveness(OtherScientificTerm), number of errors(OtherScientificTerm), 
"
Our study reveals that the proposed method not only reduces an extensive system development effort but also improves the transliteration accuracy significantly .,"[('method', 'Generic'), ('transliteration accuracy', 'Metric')]"," transliteration accuracy(Generic), system development effort(Generic),"
"A bio-inspired model for an analog programmable array processor -LRB- APAP -RRB- , based on studies on the vertebrate retina , has permitted the realization of complex programmable spatio-temporal dynamics in VLSI .","[('bio-inspired model', 'Method'), ('analog programmable array processor -LRB- APAP -RRB-', 'Task'), ('vertebrate retina', 'OtherScientificTerm'), ('complex programmable spatio-temporal dynamics', 'OtherScientificTerm'), ('VLSI', 'Task')]"," Bio-inspired model(Method), vertebrate retina(OtherScientificTerm), programmable spatio-temporal dynamics(Method), VLSI(Material),"
"This model mimics the way in which images are processed in the visual pathway , rendering a feasible alternative for the implementation of early vision applications in standard technologies .","[('model', 'Generic'), ('images', 'Material'), ('visual pathway', 'Method'), ('vision applications', 'Task')]"," model(Method), pathway(OtherScientificTerm), visual(Material), feasible alternative for the implementation of early vision applications in standard technologies(Task),"
A prototype chip has been designed and fabricated in a 0.5 µm standard CMOS process .,"[('prototype chip', 'OtherScientificTerm'), ('CMOS process', 'OtherScientificTerm')]"," chip(Generic), prototype(Generic), 0.5 µm standard CMOS process(Process),"
Computing power per area and power consumption is amongst the highest reported for a single chip .,"[('Computing power per area', 'Metric'), ('power consumption', 'Metric')]"," Computing power per area(Generic), power consumption(Generic), chip(Generic), single(Generic), 
"
"Determiners play an important role in conveying the meaning of an utterance , but they have often been disregarded , perhaps because it seemed more important to devise methods to grasp the global meaning of a sentence , even if not in a precise way .","[('Determiners', 'Method')]"," determiners(Generic), global meaning of a sentence(Generic), meaning of an utterance(Generic),"
Another problem with determiners is their inherent ambiguity .,"[('determiners', 'Method'), ('ambiguity', 'OtherScientificTerm')]","

ambiguity(OtherScientificTerm),"
"In this paper we propose a logical formalism , which , among other things , is suitable for representing determiners without forcing a particular interpretation when their meaning is still not clear .","[('logical formalism', 'Method'), ('determiners', 'Task')]"," determiners(Generic), representation(Method), without forcing a particular interpretation when their meaning is still not clear(Generic), logical formalism(Generic), 
"
"We investigate the verbal and nonverbal means for grounding , and propose a design for embodied conversational agents that relies on both kinds of signals to establish common ground in human-computer interaction .","[('verbal and nonverbal means', 'Method'), ('grounding', 'Task'), ('design', 'Generic'), ('embodied conversational agents', 'Method'), ('common ground', 'Task'), ('human-computer interaction', 'Task')]"," verbal means(Method), grounding(Method), design for embodied conversational agents(Task), human-computer interaction(Field),"
"We analyzed eye gaze , head nods and attentional focus in the context of a direction-giving task .","[('eye gaze', 'OtherScientificTerm'), ('head nods', 'OtherScientificTerm'), ('attentional focus', 'OtherScientificTerm'), ('direction-giving task', 'Task')]"," direction-giving task(Task), eye gaze(Method), head nods(Method), attentional focus(Method),"
"The distribution of nonverbal behaviors differed depending on the type of dialogue move being grounded , and the overall pattern reflected a monitoring of lack of negative feedback .","[('nonverbal behaviors', 'OtherScientificTerm'), ('dialogue move', 'OtherScientificTerm'), ('negative feedback', 'OtherScientificTerm')]"," dialogue move being grounded(Method), nonverbal behaviors(Method), lack of negative feedback(Generic), distribution of nonverbal behaviors(Method), overall pattern(Generic),"
"Based on these results , we present an ECA that uses verbal and nonverbal grounding acts to update dialogue state .","[('ECA', 'Method'), ('verbal and nonverbal grounding acts', 'OtherScientificTerm'), ('dialogue state', 'OtherScientificTerm')]"," verbal grounding acts(Method), dialogue state(Task), ECA(Method),"
"Sentence boundary detection in speech is important for enriching speech recognition output , making it easier for humans to read and downstream modules to process .","[('Sentence boundary detection', 'Task'), ('speech', 'Material'), ('speech recognition output', 'OtherScientificTerm'), ('it', 'Generic')]"," sentence boundary detection(Method), speech recognition output(Task), enriching speech recognition output(Method), making it easier for humans to read(Task), downstream modules(OtherScientificTerm),
"
"In previous work , we have developed hidden Markov model -LRB- HMM -RRB- and maximum entropy -LRB- Maxent -RRB- classifiers that integrate textual and prosodic knowledge sources for detecting sentence boundaries .","[('hidden Markov model -LRB- HMM -RRB- and maximum entropy -LRB- Maxent -RRB- classifiers', 'Method'), ('textual and prosodic knowledge sources', 'Material'), ('detecting sentence boundaries', 'Task')]"," hidden Markov model -LRB- HMM -RRB-(Method), prosodic knowledge sources(Method), sentence boundaries(Task), textual knowledge sources(Method),"
"In this paper , we evaluate the use of a conditional random field -LRB- CRF -RRB- for this task and relate results with this model to our prior work .","[('conditional random field -LRB- CRF -RRB-', 'Method'), ('task', 'Generic'), ('model', 'Generic')]"," CRF-LRB-RRB-(Method), conditional random field(Method), evaluation of use of a conditional random field(Task), prior work(OtherScientificTerm)"
We evaluate across two corpora -LRB- conversational telephone speech and broadcast news speech -RRB- on both human transcriptions and speech recognition output .,"[('corpora', 'Generic'), ('conversational telephone speech', 'Material'), ('broadcast news speech', 'Material'), ('human transcriptions', 'OtherScientificTerm'), ('speech recognition output', 'OtherScientificTerm')]","

corpora(Material), human transcriptions(Task), speech recognition output(Task), 

Description: They can be classified according to the type of motion they induce and are named after the types of forces that cause them.

Extract entities:

motion(OtherScientificTerm), types of forces that cause them(OtherScientificTerm), 
"
"In general , our CRF model yields a lower error rate than the HMM and Max-ent models on the NIST sentence boundary detection task in speech , although it is interesting to note that the best results are achieved by three-way voting among the classifiers .","[('CRF model', 'Method'), ('error rate', 'Metric'), ('HMM and Max-ent models', 'Method'), ('NIST sentence boundary detection task', 'Material'), ('speech', 'Material'), ('three-way voting', 'Method'), ('classifiers', 'Method')]"," CRF model(Method), NIST sentence boundary detection task(Task), speech(Material), classifiers(Method), three-way voting among the classifiers(Method), 
"
This probably occurs because each model has different strengths and weaknesses for modeling the knowledge sources .,"[('model', 'Generic'), ('knowledge sources', 'Material')]"," model(Method), knowledge sources(OtherScientificTerm), different strengths and weaknesses(OtherScientificTerm)"
We propose a novel approach to associate objects across multiple PTZ cameras that can be used to perform camera handoff in wide-area surveillance scenarios .,"[('approach', 'Generic'), ('PTZ cameras', 'OtherScientificTerm'), ('camera handoff in wide-area surveillance scenarios', 'Task')]"," camera handoff(Task), PTZ cameras(Material), wide-area surveillance(Task), 
"
"While previous approaches relied on geometric , appearance , or correlation-based information for establishing correspondences between static cameras , they each have well-known limitations and are not extendable to wide-area settings with PTZ cameras .","[('approaches', 'Generic'), ('geometric , appearance , or correlation-based information', 'OtherScientificTerm'), ('static cameras', 'OtherScientificTerm'), ('wide-area settings', 'OtherScientificTerm'), ('PTZ cameras', 'OtherScientificTerm')]"," geometry(Method), appearance(Method), correlation-based information(Method), static cameras(Material), PTZ cameras(Material), wide-area settings(OtherScientificTerm)"
"In our approach , the slave camera only passively follows the target -LRB- by loose registration with the master -RRB- and bootstraps itself from its own incoming imagery , thus effectively circumventing the problems faced by previous approaches and avoiding the need to perform any model transfer .","[('approach', 'Generic'), ('slave camera', 'OtherScientificTerm'), ('approaches', 'Generic'), ('model transfer', 'OtherScientificTerm')]"," slave camera(Method), loose registration with the master(Method), bootstraps itself from its own incoming imagery(Method), previous approaches(Task), model transfer(Task),"
"Towards this goal , we also propose a novel Multiple Instance Learning -LRB- MIL -RRB- formulation for the problem based on the logistic softmax function of covariance-based region features within a MAP estimation framework .","[('Multiple Instance Learning -LRB- MIL -RRB- formulation', 'Method'), ('logistic softmax function of covariance-based region features', 'OtherScientificTerm'), ('MAP estimation framework', 'Method')]"," Multiple Instance Learning-LRB- MIL-RRB- formulation(Method), logistic softmax function of covariance-based region features within a MAP estimation framework(Method), problem(Task), 
"
We demonstrate our approach with multiple PTZ camera sequences in typical outdoor surveillance settings and show a comparison with state-of-the-art approaches .,"[('approach', 'Generic'), ('multiple PTZ camera sequences', 'OtherScientificTerm'), ('outdoor surveillance settings', 'OtherScientificTerm'), ('state-of-the-art approaches', 'Generic')]"," outdoor surveillance settings(Location), multiple PTZ camera sequences(Data), state-of-the-art approaches(Method), 
"
This paper solves a specialized regression problem to obtain sampling probabilities for records in databases .,"[('specialized regression problem', 'Task'), ('sampling probabilities', 'OtherScientificTerm'), ('records', 'Material'), ('databases', 'Material')]"," sampling probabilities(Method), records(Databases), regression problem(Task), databases(Databases),"
The goal is to sample a small set of records over which evaluating aggregate queries can be done both efficiently and accurately .,"[('records', 'Material'), ('aggregate queries', 'OtherScientificTerm')]"," evaluation(Task), efficiently(Attribute), accurately(Attribute), small set of records(Attribute), 
"
We provide a principled and provable solution for this problem ; it is parameterless and requires no data insights .,"[('principled and provable solution', 'Method'), ('problem', 'Generic'), ('it', 'Generic')]"," principled solution(Method), data insights(OtherScientificTerm),"
"Unlike standard regression problems , the loss is inversely proportional to the regressed-to values .","[('regression problems', 'Task'), ('loss', 'OtherScientificTerm'), ('regressed-to values', 'OtherScientificTerm')]"," loss(Generic), inversely proportional to the regressed-to values(Generic), standard regression problems(Method),"
"Moreover , a cost zero solution always exists and can only be excluded by hard budget constraints .","[('cost zero solution', 'Method'), ('hard budget constraints', 'OtherScientificTerm')]"," cost zero solution(Generic), can only be excluded by hard budget constraints(Generic),"
A unique form of reg-ularization is also needed .,"[('reg-ularization', 'OtherScientificTerm')]"," unique form of reg-ularization(Method), reg-ularization(Method),"
We provide an efficient and simple regularized Empirical Risk Minimization -LRB- ERM -RRB- algorithm along with a theoretical generalization result .,"[('regularized Empirical Risk Minimization -LRB- ERM -RRB- algorithm', 'Method')]"," Empirical Risk Minimization -LRB- ERM -RRB- algorithm(Method), theoretical generalization result(OtherScientificTerm)"
Our extensive experimental results significantly improve over both uniform sampling and standard stratified sampling which are de-facto the industry standards .,"[('uniform sampling', 'Method'), ('stratified sampling', 'Method')]"," experimental results(OtherScientificTerm), uniform sampling(Method), stratified sampling(Method), de-facto the industry standards(OtherScientificTerm)"
"We consider the problem of computing the Kullback-Leibler distance , also called the relative entropy , between a probabilistic context-free grammar and a probabilistic finite automaton .","[('Kullback-Leibler distance', 'Method'), ('relative entropy', 'Method'), ('probabilistic context-free grammar', 'Method'), ('probabilistic finite automaton', 'OtherScientificTerm')]"," probabilistic context-free grammar(Method), probabilistic finite automaton(Method), Kullback-Leibler distance(Method),"
"We show that there is a closed-form -LRB- analytical -RRB- solution for one part of the Kullback-Leibler distance , viz the cross-entropy .","[('closed-form -LRB- analytical -RRB- solution', 'Method'), ('Kullback-Leibler distance', 'Method'), ('cross-entropy', 'Method')]"," Cross-entropy(Method), Kullback-Leibler distance(Method), -LRB- analytical solution(Method), closed-form -LRB- analytical solution(Method), one part of the Kullback-Leibler distance(Method), viz the cross-entropy(Method)"
We discuss several applications of the result to the problem of distributional approximation of probabilistic context-free grammars by means of probabilistic finite automata .,"[('distributional approximation', 'Task'), ('probabilistic context-free grammars', 'Method'), ('probabilistic finite automata', 'Method')]"," probabilistic context-free grammars(Method), distributional approximation of probabilistic context-free grammars by means of probabilistic finite automata(Task), 
"
"In spite of over two decades of intense research , illumination and pose invariance remain prohibitively challenging aspects of face recognition for most practical applications .","[('illumination', 'Task'), ('pose invariance', 'Task'), ('face recognition', 'Task')]"," illumination(Method), pose invariance(Method), face recognition(Task), practical applications(OtherScientificTerm)"
"The objective of this work is to recognize faces using video sequences both for training and recognition input , in a realistic , unconstrained setup in which lighting , pose and user motion pattern have a wide variability and face images are of low resolution .","[('video sequences', 'Material'), ('lighting', 'OtherScientificTerm'), ('pose', 'OtherScientificTerm'), ('user motion pattern', 'OtherScientificTerm'), ('face images', 'Material'), ('resolution', 'Metric')]"," recognition input(Generic), face images(Generic), lighting(Generic), pose(Generic), user motion pattern(Generic), realism(Generic), unconstrained setup(Generic), low resolution(Generic)"
"In particular there are three areas of novelty : -LRB- i -RRB- we show how a photometric model of image formation can be combined with a statistical model of generic face appearance variation , learnt offline , to generalize in the presence of extreme illumination changes ; -LRB- ii -RRB- we use the smoothness of geodesically local appearance manifold structure and a robust same-identity likelihood to achieve invariance to unseen head poses ; and -LRB- iii -RRB- we introduce an accurate video sequence '' reillumination '' algorithm to achieve robustness to face motion patterns in video .","[('photometric model', 'Method'), ('image formation', 'Task'), ('statistical model', 'Method'), ('generic face appearance variation', 'Task'), ('extreme illumination changes', 'OtherScientificTerm'), ('smoothness', 'OtherScientificTerm'), ('geodesically local appearance manifold structure', 'OtherScientificTerm'), ('robust same-identity likelihood', 'Method'), ('unseen head poses', 'OtherScientificTerm'), (""video sequence '' reillumination '' algorithm"", 'Method'), ('robustness', 'Metric'), ('face motion patterns', 'OtherScientificTerm'), ('video', 'Material')]"," face motion patterns(Method), extreme illumination changes(Condition), image formation(Method), unseen head poses(Condition), video sequence '' reillumination '' algorithm(Method),"
"We describe a fully automatic recognition system based on the proposed method and an extensive evaluation on 171 individuals and over 1300 video sequences with extreme illumination , pose and head motion variation .","[('fully automatic recognition system', 'Method'), ('method', 'Generic'), ('video sequences', 'Material'), ('illumination', 'OtherScientificTerm'), ('pose', 'OtherScientificTerm'), ('head motion variation', 'OtherScientificTerm')]"," recognition system(Method), individuals(Material), video sequences(Material), extreme illumination(OtherScientificTerm), pose(OtherScientificTerm), head motion variation(OtherScientificTerm)"
"On this challenging data set our system consistently demonstrated a nearly perfect recognition rate -LRB- over 99.7 % on all three databases -RRB- , significantly out-performing state-of-the-art commercial software and methods from the literature .","[('data set', 'Generic'), ('system', 'Generic'), ('recognition rate', 'Metric'), ('databases', 'Material'), ('commercial software', 'Method'), ('methods', 'Generic')]"," recognition rate(Generic), commercial software(Generic), state-of-the-art commercial software(Generic), literature(Generic),"
We present Minimum Bayes-Risk -LRB- MBR -RRB- decoding for statistical machine translation .,"[('Minimum Bayes-Risk -LRB- MBR -RRB- decoding', 'Method'), ('statistical machine translation', 'Task')]"," decoding(Method), statistical machine translation(Task), Minimum Bayes-Risk -LRB- MBR -RRB- (Method), 
"
This statistical approach aims to minimize expected loss of translation errors under loss functions that measure translation performance .,"[('statistical approach', 'Method'), ('expected loss', 'OtherScientificTerm'), ('translation errors', 'OtherScientificTerm'), ('loss functions', 'OtherScientificTerm'), ('translation', 'Task')]"," translation errors(Task), loss functions(Method), translation performance(Task),"
"We describe a hierarchy of loss functions that incorporate different levels of linguistic information from word strings , word-to-word alignments from an MT system , and syntactic structure from parse-trees of source and target language sentences .","[('loss functions', 'OtherScientificTerm'), ('linguistic information', 'OtherScientificTerm'), ('word-to-word alignments', 'OtherScientificTerm'), ('MT system', 'Method'), ('syntactic structure', 'OtherScientificTerm'), ('parse-trees', 'OtherScientificTerm')]"," hierarchy of loss functions(Method), word strings(Material), word-to-word alignments(Material), syntactic structure(Method), parse-trees of source and target language sentences(OtherScientificTerm)."
We report the performance of the MBR decoders on a Chinese-to-English translation task .,"[('MBR decoders', 'Method'), ('Chinese-to-English translation task', 'Task')]","

Chinese-to-English translation task(Task), MBR decoders(Method), performance(OtherScientificTerm)"
Our results show that MBR decoding can be used to tune statistical MT performance for specific loss functions .,"[('MBR decoding', 'Method'), ('statistical MT', 'Method'), ('loss functions', 'OtherScientificTerm')]"," loss functions(Method), statistical MT performance(Task), MBR decoding(Method), 
"
This paper presents a critical discussion of the various approaches that have been used in the evaluation of Natural Language systems .,"[('approaches', 'Generic'), ('evaluation of Natural Language systems', 'Task'), ('Natural Language systems', 'Method')]","

approaches(OtherScientificTerm), evaluation of Natural Language systems(Task), critical discussion(OtherScientificTerm), "
"We conclude that previous approaches have neglected to evaluate systems in the context of their use , e.g. solving a task requiring data retrieval .","[('approaches', 'Generic'), ('systems', 'Generic'), ('task', 'Generic'), ('data retrieval', 'Task')]"," data retrieval(Method), task requiring data retrieval(Task), previous approaches(Method),"
This raises questions about the validity of such approaches .,"[('approaches', 'Generic')]"," validity(Generic), approaches(Generic),"
"In the second half of the paper , we report a laboratory study using the Wizard of Oz technique to identify NL requirements for carrying out this task .","[('Wizard of Oz technique', 'Method'), ('NL requirements', 'OtherScientificTerm'), ('task', 'Generic')]"," Wizard of Oz technique(Method), NL requirements(Generic), laboratory study(Task), "
"We evaluate the demands that task dialogues collected using this technique , place upon a prototype Natural Language system .","[('task dialogues', 'Material'), ('technique', 'Generic'), ('prototype Natural Language system', 'Method')]"," prototype Natural Language system(Generic), dialogues(Task), demands(Method),"
"We identify three important requirements which arose from the task that we gave our subjects : operators specific to the task of database access , complex contextual reference and reference to the structure of the information source .","[('task', 'Generic'), ('task', 'Generic'), ('database access', 'Task'), ('contextual reference', 'OtherScientificTerm')]","

requirements(Task), operators specific to the task of database access(Method), complex contextual reference(Method), reference to the structure of the information source(Method), 
"
We discuss how these might be satisfied by future Natural Language systems .,"[('Natural Language systems', 'Method')]","

Future Natural Language Systems(Task), satisfaction(Generic),"
We present results on addressee identification in four-participants face-to-face meetings using Bayesian Network and Naive Bayes classifiers .,"[('addressee identification in four-participants face-to-face meetings', 'Task'), ('Bayesian Network', 'Method'), ('Naive Bayes classifiers', 'Method')]"," Bayesian Network(Method), Naive Bayes classifiers(Method), four-participants face-to-face meetings(Task), addressee identification(Method),"
"First , we investigate how well the addressee of a dialogue act can be predicted based on gaze , utterance and conversational context features .","[('addressee of a dialogue act', 'OtherScientificTerm'), ('gaze', 'OtherScientificTerm'), ('utterance', 'OtherScientificTerm'), ('conversational context features', 'OtherScientificTerm')]"," dialogue act(Task), gaze(Method), utterance(Method), conversational context features(Method), 
"
"Then , we explore whether information about meeting context can aid classifiers ' performances .","[('meeting context', 'OtherScientificTerm'), ('classifiers', 'Method')]"," meeting context(Generic), classifiers(Generic), 
"
Both classifiers perform the best when conversational context and utterance features are combined with speaker 's gaze information .,"[('classifiers', 'Method'), ('conversational context', 'OtherScientificTerm'), ('utterance features', 'OtherScientificTerm'), (""speaker 's gaze information"", 'OtherScientificTerm')]"," classifiers(Method), best(Task), conversational context(Generic), utterance features(Generic), speaker 's gaze information(Generic),"
The classifiers show little gain from information about meeting context .,"[('classifiers', 'Method'), ('meeting context', 'OtherScientificTerm')]"," meeting context(OtherScientificTerm), little gain from information about meeting context(Generic), classifiers(Method),"
"Towards deep analysis of compositional classes of paraphrases , we have examined a class-oriented framework for collecting paraphrase examples , in which sentential paraphrases are collected for each paraphrase class separately by means of automatic candidate generation and manual judgement .","[('compositional classes of paraphrases', 'Task'), ('class-oriented framework', 'Method'), ('paraphrase examples', 'Material'), ('sentential paraphrases', 'Material'), ('automatic candidate generation', 'Method'), ('manual judgement', 'Method')]"," class-oriented framework(Method), automatic candidate generation and manual judgement(Method), sentential paraphrases(OtherScientificTerm), paraphrase class(Generic),"
"Our preliminary experiments on building a paraphrase corpus have so far been producing promising results , which we have evaluated according to cost-efficiency , exhaustiveness , and reliability .","[('paraphrase corpus', 'Material')]"," corpus(Material), cost-efficiency(Generic), exhaustiveness(Generic), reliability(Generic)"
"The purpose of this research is to test the efficacy of applying automated evaluation techniques , originally devised for the evaluation of human language learners , to the output of machine translation -LRB- MT -RRB- systems .","[('automated evaluation techniques', 'Method'), ('evaluation of human language learners', 'Task'), ('machine translation -LRB- MT -RRB- systems', 'Method')]"," efficacy(Method), automated evaluation techniques(Method), machine translation -LRB- MT -RRB- systems(Task), output(OtherScientificTerm)"
"We believe that these evaluation techniques will provide information about both the human language learning process , the translation process and the development of machine translation systems .","[('evaluation techniques', 'Generic'), ('human language learning process', 'Task'), ('translation process', 'Task'), ('machine translation systems', 'Task')]"," translation process(Method), machine translation systems(Method), human language learning process(Method), evaluation techniques(Method),"
A language learning experiment showed that assessors can differentiate native from non-native language essays in less than 100 words .,"[('language learning', 'Task'), ('assessors', 'Generic'), ('non-native language essays', 'Material')]"," native language(Generic), non-native language(Generic), essays(Generic), assessors(Generic), less than 100 words(OtherScientificTerm), language learning experiment(Task), 
"
Even more illuminating was the factors on which the assessors made their decisions .,"[('assessors', 'Generic')]"," factors(Method), assessors(Method), made their decisions(Task), illuminating(Adjective),"
We tested this to see if similar criteria could be elicited from duplicating the experiment using machine translation output .,"[('machine translation output', 'OtherScientificTerm')]"," duplicating the experiment(Task), machine translation output(Method), similar criteria could be elicited from(Generic), experiment(Task),"
Subjects were given a set of up to six extracts of translated newswire text .,"[('translated newswire text', 'Material')]"," newswire text(OtherScientificTerm), translated(OtherScientificTerm), set(OtherScientificTerm), up to(Integer), six(Integer)"
"Some of the extracts were expert human translations , others were machine translation outputs .","[('expert human translations', 'OtherScientificTerm'), ('machine translation outputs', 'OtherScientificTerm')]"," translation(Task), machine translation outputs(Task), expert human translations(Task),"
The subjects were given three minutes per extract to determine whether they believed the sample output to be an expert human translation or a machine translation .,"[('expert human translation', 'OtherScientificTerm'), ('machine translation', 'OtherScientificTerm')]"," belief(Generic), sample output(Generic), machine translation(Generic), expert human translation(Generic),"
This paper presents a machine learning approach to bare slice disambiguation in dialogue .,"[('machine learning approach', 'Method'), ('bare slice disambiguation', 'Task'), ('dialogue', 'Material')]"," bare slice disambiguation in dialogue(Task), machine learning approach(Method), dialogue(Situation), 
"
We extract a set of heuristic principles from a corpus-based sample and formulate them as probabilistic Horn clauses .,"[('heuristic principles', 'Method'), ('corpus-based sample', 'Material'), ('probabilistic Horn clauses', 'OtherScientificTerm')]"," probabilistic Horn clauses(Method), corpus-based sample(Item), heuristic principles(Method),"
"We then use the predicates of such clauses to create a set of domain independent features to annotate an input dataset , and run two different machine learning algorithms : SLIPPER , a rule-based learning algorithm , and TiMBL , a memory-based system .","[('clauses', 'OtherScientificTerm'), ('domain independent features', 'OtherScientificTerm'), ('machine learning algorithms', 'Method'), ('SLIPPER', 'Generic'), ('rule-based learning algorithm', 'Method'), ('TiMBL', 'Generic'), ('memory-based system', 'Method')]"," domain independent features(Method), SLIPPER(Method), TiMBL(Method)"
"Both learners perform well , yielding similar success rates of approx 90 % .","[('success rates', 'Metric')]"," success rates(Generic), approx(OtherScientificTerm), both learners(OtherScientificTerm),"
"The results show that the features in terms of which we formulate our heuristic principles have significant predictive power , and that rules that closely resemble our Horn clauses can be learnt automatically from these features .","[('features', 'OtherScientificTerm'), ('heuristic principles', 'Method'), ('rules', 'OtherScientificTerm'), ('Horn clauses', 'OtherScientificTerm'), ('features', 'OtherScientificTerm')]"," Horn clauses(Method), predictive power(Generic), features(Generic), rules that closely resemble our Horn clauses(Method),"
We suggest a new goal and evaluation criterion for word similarity measures .,"[('evaluation criterion', 'Metric'), ('word similarity measures', 'Metric')]"," similarity measures(Generic), goal(Generic), evaluation criterion(Generic)."
The new criterion -- meaning-entailing substitutability -- fits the needs of semantic-oriented NLP applications and can be evaluated directly -LRB- independent of an application -RRB- at a good level of human agreement .,"[('criterion', 'Generic'), ('meaning-entailing substitutability', 'Metric'), ('semantic-oriented NLP applications', 'Task'), ('human agreement', 'Metric')]"," meaning-entailing substitutability(Method), semantic-oriented NLP applications(Task), good level of human agreement(Generic), 
"
"Motivated by this semantic criterion we analyze the empirical quality of distributional word feature vectors and its impact on word similarity results , proposing an objective measure for evaluating feature vector quality .","[('semantic criterion', 'Metric'), ('distributional word feature vectors', 'OtherScientificTerm'), ('word similarity', 'Task'), ('measure', 'Generic'), ('feature vector quality', 'Metric')]"," empirical quality of distributional word feature vectors(Method), impact of feature vector quality(Method), word similarity results(Method), 
"
"Finally , a novel feature weighting and selection function is presented , which yields superior feature vectors and better word similarity performance .","[('feature weighting and selection function', 'Method'), ('feature vectors', 'OtherScientificTerm'), ('word similarity', 'Task')]"," Feature weighting and selection function(Method), superior feature vectors and better word similarity performance(Method), novel feature weighting and selection function(Method),"
Reflections in image sequences consist of several layers superimposed over each other .,"[('Reflections', 'OtherScientificTerm'), ('Reflections in image sequences', 'OtherScientificTerm'), ('image sequences', 'Material')]"," image sequences(DataSet), reflection(PhysicalProcess), layers(PhysicalProcess), superimposed over each other(PhysicalProcess),"
This phenomenon causes many image processing techniques to fail as they assume the presence of only one layer at each examined site e.g. motion estimation and object recognition .,"[('image processing techniques', 'Method'), ('motion estimation', 'Task'), ('object recognition', 'Task')]"," image processing techniques(Method), motion estimation and object recognition(Task), site(Location), presence of only one layer at each examined site(OtherScientificTerm),"
This work presents an automated technique for detecting reflections in image sequences by analyzing motion trajectories of feature points .,"[('technique', 'Generic'), ('detecting reflections in image sequences', 'Task'), ('motion trajectories', 'OtherScientificTerm'), ('feature points', 'OtherScientificTerm')]"," automated technique(Method), image sequences(Dataset), motion trajectories of feature points(Dataset),"
It models reflection as regions containing two different layers moving over each other .,"[('It', 'Generic'), ('reflection', 'OtherScientificTerm')]"," modeling reflection(Method), regions containing two different layers moving over each other(Method), 
"
We present a strong detector based on combining a set of weak detectors .,"[('detector', 'Generic'), ('detectors', 'Generic')]"," strong detector(Method), set of weak detectors(Method),"
"We use novel priors , generate sparse and dense detection maps and our results show high detection rate with rejection to pathological motion and occlusion .","[('priors', 'OtherScientificTerm'), ('sparse and dense detection maps', 'OtherScientificTerm'), ('detection rate', 'Metric'), ('pathological motion', 'OtherScientificTerm'), ('occlusion', 'OtherScientificTerm')]"," novel priors(Method), sparse and dense detection maps(Method), high detection rate(Term), rejection to pathological motion and occlusion(Term)"
This paper considers the problem of reconstructing the motion of a 3D articulated tree from 2D point correspondences subject to some temporal prior .,"[('reconstructing the motion of a 3D articulated tree', 'Task'), ('2D point correspondences', 'OtherScientificTerm'), ('temporal prior', 'OtherScientificTerm')]"," reconstruction of motion of 3D articulated tree(Task), point correspondences(Method), temporal prior(OtherScientificTerm),"
